 10.50,  0.00,  0.00,  0.00,  0.00
  1.00,  0.00,  0.00,  0.00,  0.00
 15.50,  0.00,  0.00, 15.00,  0.60
  4.50,  0.00,  0.00,  0.70,  0.00
  2.00,  0.00,  0.00,  0.70,  0.00
  0.00,  0.00,  0.00, 32.10,  0.40
  0.00,  0.00,  0.00,  0.00,  0.20
  6.00,  5.50,  0.00,  3.10,  0.00
 14.50,  4.00,  0.00,  0.00,  0.00
  1.50,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00, 22.50,  0.00
 20.50,  0.50,  1.50,  4.50,  0.10
 11.00,  0.30,  2.00,  3.00,  6.30
  0.00, 11.50,  5.00,  0.00,  8.50
  0.00,  0.00,  0.00,  2.50,  1.50
  0.50,  0.00,  0.00,  0.00,  0.50
  0.00,  0.00,  0.00, 33.50,  0.00
  0.00,  0.00,  0.00,  0.20,  0.00
  0.00,  0.00,  0.00,  9.50,  0.10
  0.00,  0.00,  0.00,  6.00,  1.80
  0.00,  0.00,  0.50, 14.70,  0.00
  0.00,  0.00,  0.00, 33.00,  0.00
  0.00,  0.00,  0.00, 36.50,  0.00
  0.00,  0.00,  0.00,  6.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.50,  0.00,  1.00,  0.00,  0.00
  5.00,  0.00, 10.00,  0.00,  0.00
  0.00,  0.00,  0.00,  2.10,  1.80
  0.00,  0.00,  0.00, 21.50,  0.00
  0.00,  0.00,  0.00,  8.90,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00, 14.00,  0.00
  0.00,  0.00,  0.00, 11.00,  0.00
  0.00,  0.00,  3.50,  1.50,  0.00
  0.00,  1.50,  3.00,  4.50,  0.00
  0.00, 11.00,  4.00,  6.20,  0.00
  0.00,  0.50,  1.00,  0.00,  0.00
  1.00,  2.00,  0.00,  0.00,  0.00
  0.00, 14.50,  3.50,  0.00,  0.00
  0.00, 84.50,  0.50,  0.00,  3.50
  0.00,  7.00,  0.00,  0.00,  0.00
  0.00,  3.50,  0.00,  0.00,  0.00
  0.00, 17.50,  0.00,  0.00,  0.00
  0.00, 17.00,  0.00,  0.00,  0.00
  0.00, 11.50,  0.00,  6.30,  0.00
  0.50,  0.00,  4.00,  0.60,  0.00
  0.00,  0.50, 10.50,  0.20,  0.00
  0.00,  0.00,  0.00,  4.00,  0.00
  0.00,  5.00,  0.00,  9.00,  0.00
  0.00, 22.00,  0.00,  0.20,  0.00
  0.00,  0.00,  0.00,  0.20,  1.00
  0.40,  0.00,  0.00,  0.00,  0.00
  2.50,  0.00,  2.50,  0.00, 21.10
  0.00,  0.00,  0.00,  3.20,  0.60
  0.00,  0.00, 55.50,  3.00, 44.20
  0.00,  0.00,  0.00,  0.50, 37.00
  0.00,  0.00,  0.00,  4.00, 15.50
 30.00,  0.00,  2.00, 10.50,  0.00
  0.00,  0.00,  0.00,  0.00,  0.80
  1.40,  0.00,  2.00,  0.00,  2.30
  0.60,  3.50,  0.00,  0.00,  0.00
  0.00,  9.50,  0.00,  0.00,  0.00
  0.00, 10.00,  1.00,  0.00,  0.00
  0.00, 12.00,  1.50,  0.00,  0.00
  0.00, 10.00,  4.50,  0.00, 25.80
  0.00, 13.50,  0.50,  0.00,  9.60
  0.00, 13.00,  0.00,  0.00,  2.00
  0.00,  6.00,  0.00,  0.80,  1.30
  0.00,  0.00, 11.50, 20.30, 32.50
  0.00,  0.00, 36.50, 45.00,  1.50
  0.00, 10.50, 10.50, 18.70,  0.00
  1.50, 21.50,  0.00,  6.50, 14.20
  0.00,  0.00,  0.00, 39.70,  5.90
  0.00,  0.00,  0.00, 10.70,  0.00
  0.00,  0.00,  0.00, 12.60, 19.00
  0.00,  0.00,  0.00,  7.50,  2.00
  0.00,  0.00,  0.00,  0.50,  0.90
  0.00,  0.00,  0.00, 24.00,  3.10
  0.00,  1.00,  0.00, 23.50,  0.00
  0.00,  1.00,  0.00,  2.20,  0.00
  0.00,  0.00,  0.00,  3.50,  1.20
  0.00,  0.00, 48.50,  0.30,  4.00
  0.50,  0.00,  2.00, 31.00,  0.00
  0.60,  0.00, 31.00, 10.50, 25.50
  4.70,  0.00, 14.50, 27.90, 12.40
  3.00,  0.00, 18.00,  0.00,  0.00
 18.00,  0.00,  0.00,  0.50,  0.00
  1.00, 19.50,  0.00,  0.00,  0.00
  0.30,  0.00,  0.00,  0.00,  0.00
 17.50, 16.00,  0.00,  0.00, 19.50
 13.00,  7.00,  0.00,  0.00, 11.90
  3.50,  0.00,  0.00,  0.00,  0.00
 13.50,  1.50,  0.00,  0.00,  0.00
 14.50,  0.00,  0.00,  0.00,  0.00
 31.50,  0.00,  0.00,  0.00,  0.00
  6.50,  0.00,  0.00,  0.00,  0.00
  0.00,  8.00,  0.00,  0.00,  0.20
  0.00,  0.50,  2.00,  0.00,  0.00
 13.00,  0.10,  5.00,  0.00,  0.00
  4.00,  0.00,  9.60,  0.00,  0.00
 32.00,  0.00, 21.20, 10.00, 17.00
 33.00,  0.00,  4.60, 15.00, 15.10
  3.50,  0.00,  0.00,  2.00,  7.00
 12.00,  0.00,  0.00, 56.30,  0.00
  0.00,  0.00,  0.00, 23.00,  0.00
  0.00,  0.00,  0.00,  7.10,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  2.50,  0.00, 12.90,  2.40,  0.30
  7.00,  1.00,  8.70,  6.90, 12.10
 13.00,  1.00, 12.10,  0.00,  1.00
  3.50,  0.00, 11.40,  0.00, 27.50
  0.00,  2.00,  0.00,  0.00, 11.50
  0.00,  0.00,  0.00,  0.00,  0.00
  1.00, 31.50,  0.00,  0.00,  1.90
 14.50,  7.00,  0.00,  3.10,  0.00
  0.50, 35.00,  0.00,  1.40,  0.50
 24.50,  0.00,  0.00,  1.30, 15.50
  0.00,  0.00,  0.00, 48.30,  0.00
  0.00,  0.00,  0.10,  7.00,  0.00
  6.50,  3.50,  0.00,  0.00,  0.00
 38.00, 20.00,  2.40,  0.60,  0.00
  0.00,  0.00,  1.30,  3.00,  0.40
  0.00,  0.00,  1.10,  0.00,  0.40
  0.00,  0.00, 39.60,  2.50,  0.00
  0.00, 32.50, 41.30,  0.00,  3.80
  4.00,  5.50,  0.00, 19.50,  0.00
  0.00,  3.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.50,  0.00,  0.00
  0.00, 12.00,  4.00, 20.20,  3.20
  0.50,  0.00,  0.00,  1.00,  0.00
155.50,  0.00,  0.90, 11.30,  0.00
 39.50,  2.00, 61.90, 27.20,  6.20
  0.50,  0.50,  0.00,  0.00,  9.50
  0.50,  0.00,  0.00,  2.40,  0.00
  7.50, 32.50,  0.00,  0.00, 42.00
  2.00,  1.50,  0.00,  0.00, 32.50
 17.50,  0.00,  0.00, 68.60,  6.00
  0.00,  1.00,  0.00,  0.00,  0.00
  0.30, 11.00,  0.00,  0.00,  3.80
 24.50,171.50, 59.20,  0.00,  1.00
 23.50,242.00,  1.50,  0.00,  0.00
 23.50,  6.50, 17.00,  0.50,  0.00
  1.00,  2.50, 21.50,  0.20,  0.00
  0.10,  0.50, 28.50,  6.80, 10.70
  0.00,  0.00,  5.60,  0.50,  1.00
  0.00,  0.00,  9.40,  0.00,  0.00
  0.00,  6.00,  0.10,  0.00, 12.50
  0.00,  1.70,  0.00, 22.50,  0.00
  0.00, 79.00,  0.00,  0.50,  0.00
  0.00,  3.00,  0.00,  0.00,  2.30
  0.00,  0.50,  7.00,  0.00,  0.20
  0.00,  0.00,  0.20,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,163.00
  0.30,  0.20,  0.00, 36.00,159.50
 43.20,  0.00,  0.90,  8.50, 17.50
 22.50, 32.00,  0.00,  0.00,  0.10
 17.50, 79.50, 29.90, 12.00,  0.00
  0.00, 44.00,  3.20, 34.30,  0.00
  0.00, 18.00,  0.00,  3.80,  0.00
  0.00,  3.50,  0.00,  0.00,  0.00
 13.50,  0.50,  0.00, 30.30,  4.50
 17.50,  4.00,  0.00,  3.20,  8.30
 12.50,  0.00,  0.00,  5.50, 22.50
  0.60,  0.50,  0.00,  0.30, 35.50
  2.00,  0.00, 65.80, 36.60, 62.60
  0.00,  3.50,  0.00, 44.70, 48.00
  1.00,  1.50,  0.00,  0.00, 33.00
  0.00,  0.00,  0.00,  0.00, 62.00
  0.50,  0.00,  0.00, 82.50, 19.00
  0.00,  2.50,  0.00, 21.70,  1.00
  0.00, 15.70,  0.00,  0.00,  0.00
  0.00,  0.50, 55.00,  0.00,  0.20
  0.50, 23.50,  0.10,  2.00,  0.00
 68.50, 58.00, 50.00,  0.00,  0.00
  2.00,  0.50, 43.20,  0.40,  0.00
  0.00, 21.00,  0.00,  4.50,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  6.30,  0.00
  0.00,  0.00,  0.00,  0.10,  0.00
  1.00, 65.50,  0.00, 36.90,  0.00
  0.00, 10.00,  0.00, 59.50, 13.00
  0.00,  6.00,  0.00,  0.70, 18.00
 17.50,  0.00,  0.00, 11.50,  0.00
  0.00,  0.00,  0.00,  1.00, 29.50
 13.50,  0.00,  1.30, 23.30,  7.50
  6.50,  0.00,  0.00,  0.00,  0.00
 36.50,  0.00,  0.00,  0.00,  0.00
 26.50,  0.00,  0.00,  0.00, 17.00
  8.00, 14.00,  0.00, 14.60,  3.00
  0.00,  0.00, 22.20, 13.40, 35.60
  0.00,  0.00, 91.00, 12.90, 19.70
  0.00,  2.50,  0.00, 43.70,  3.00
 27.00,  0.00, 14.60,  7.00,  0.00
 63.50,  0.00,  0.00,  3.00,  0.00
  0.00, 28.50,  0.00,  0.00,  0.00
 13.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  1.50,  0.00
  0.00,  0.00, 53.00, 22.00,  0.00
  0.00,  0.00,  3.90,  5.20,  0.00
  0.00,  0.00,  0.00, 15.50,  0.00
  0.00, 29.50,  2.50,  0.00,  0.00
  0.00, 45.50, 68.00,  0.00, 24.20
  0.00,  0.00,  0.50,  0.00,  0.00
  1.50, 54.50,  0.00,  0.00,  0.00
 27.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  6.00,  0.00,  0.00
  0.00,  0.00, 45.00,  0.00,  5.40
  0.00,  0.00,  4.50,  0.00, 38.20
  0.00,  0.60,  4.30,  0.00,  0.00
  0.00, 41.00,  0.00,  0.00,  5.50
  0.60,  0.00,  0.00,  0.00,  0.00
  0.00,  0.50,  0.00,  0.50,101.00
  0.00,  0.00,  0.00,  0.10,  4.00
  0.00,  0.50,  0.00,  0.00, 21.50
  0.00,  0.00, 17.20,  0.00,  0.00
  0.00,  0.00,  1.50,  0.00,  0.00
  0.10,  2.00, 16.20,  0.80,  0.00
  0.00,  0.00,306.70, 15.00,  0.00
  0.00,  0.00,  4.00,  0.00,  0.00
  0.00,  0.00,  0.00, 11.50,  0.00
  0.00,  1.50, 16.20,  9.00,  0.10
  0.00,  1.00,  2.20, 25.90,  0.00
  0.00, 33.50, 30.50,  0.00,  0.00
 74.50,  0.00, 12.80,  6.00,  0.00
  2.50,  0.00,  0.00,  0.00,  0.00
 51.00,  4.50,  4.80,  0.00,  0.00
 20.00,  0.00,  0.20,  0.00,  0.00
  0.00, 11.50, 91.50,  0.10,  0.00
  0.00, 24.50,  0.00, 19.70,  1.50
 83.00,  0.00,  0.00,  2.00,  0.00
219.50,  0.00,  1.90,  0.00,  3.30
 39.00,  0.00,  4.00,  0.00,  0.50
136.00,  0.00, 23.00,  0.00,  1.70
  0.00,  0.00,  2.00,  0.50,  7.60
  1.00,  0.00, 25.40,  0.00,  0.00
  0.00,  0.00,  8.00,  0.00,  0.00
  0.00,  0.00, 70.50,  0.00, 24.00
  0.00,  0.00, 59.00, 35.50,  0.00
 64.50,  0.00, 10.70, 14.80,  0.00
  0.00,  4.50,  9.90,  0.00,  0.00
117.00,  0.00, 10.00,  0.00,  1.00
 30.00,  0.00, 24.20,  0.00, 39.60
  0.00,  0.00,  0.00,  0.00, 10.50
  0.00,  0.00,  0.00, 11.50, 52.50
  0.00,  0.00,  0.00,  1.70,  0.10
  0.00,  0.00,  0.00,  0.50,  0.00
  0.00,  0.00,  4.00,  1.20,  0.00
  0.00,  0.00, 32.10,  5.00,  0.00
  0.00,  0.00,  2.00,  1.90, 31.80
  0.00,  4.00,  0.00,  0.30,  1.80
  0.00,  0.40,  0.00, 50.50,  0.00
  0.00,  0.00,  0.00, 35.00,  0.00
  0.00,  0.00,  0.00,  0.00,  5.00
  0.00,  0.00,  0.30,  5.50, 23.10
  0.00,  0.00,  2.00,  2.00, 11.20
  1.90,  0.00,  0.00, 18.90,  0.00
  0.00,  0.00, 13.50,  0.60,  0.00
  0.00,  0.00,  0.00,  0.50,  0.00
  1.50,  0.00,  0.00, 64.50,  0.00
 13.50,  0.00,  0.00, 29.00,  0.00
 26.50,  0.00,  0.00,  0.00,  0.00
 43.50, 67.50,  0.70,  0.50,  0.00
 14.70, 97.50,  0.00,  0.00,  0.00
  0.50, 15.00,  0.00,  8.50,  0.00
  0.00, 13.50,  1.60,  0.40,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  3.00,  0.00,  0.60,  0.00,  0.00
  0.00,  0.00, 18.00,  5.70,  0.00
  0.00,  0.00,203.90,181.50,  0.00
  0.00,  0.00,  6.50,  3.30,  0.00
  8.00,  1.00,  0.50,  0.00,  0.00
  0.00,  0.50,  0.00,  0.00,  0.00
  0.00,  0.00, 58.80,  0.00,  0.00
  2.10,  0.00,  0.00,  0.00,  0.20
  1.50,  0.00,  0.00,  0.00,  7.80
 28.00,  0.00,  0.00,  0.00,  0.00
 51.50,  0.00,  0.00,  0.20,  0.70
  0.00,  0.00,  0.00, 15.00,  4.10
  0.00,  0.50,  0.90, 19.50, 11.00
 13.50, 11.00, 47.00, 15.30,  0.00
  0.00,  9.00,  0.20, 22.00,  0.10
  0.00,  4.00,  2.70,  8.50,  7.70
  0.00,  0.50,  0.00,  3.50,118.20
  0.00,  0.00,  0.00, 13.90, 77.90
  0.00,  0.00,  0.00,  0.70, 84.00
  0.30,  0.00,  0.00,  0.70, 32.50
  0.00,  0.00,  0.00, 12.40,  0.00
  0.50,  0.00,  0.00,  1.00,  1.90
  0.50,  0.00,  1.10,  1.90,  4.60
  0.00,  0.00,  0.00,  0.00,  9.70
  0.50,  0.00,  0.10,  0.00,  2.00
  0.00,  0.00,  1.70,  2.00,  3.50
  1.00,  0.00, 11.30,  0.00,  0.00
  1.50,  0.00,  7.50, 17.50,  0.00
  1.50,  0.00,  4.00,  0.00,  0.20
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.10
  0.00,  0.00,  0.00,  0.00,  0.50
  0.00,  0.00,  0.00,  0.00,  1.00
  0.00,  0.00,  0.00,  3.50,  0.40
  0.00,  0.00,  0.00,  0.00,  0.50
  5.00,  0.00,  1.20,  0.00,  0.50
  1.00,  6.00,  0.00,  1.30,  0.00
  1.00,  0.00,  0.70,  0.00, 14.10
  2.00,  0.00,  1.00,  0.00,  1.20
  0.50,  0.00,  0.00,  0.90,  0.00
  0.00,  0.00,  0.00,  0.00,  0.50
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  9.50,  0.00,  0.00,  0.30
  0.00,  0.00,  0.00,  0.00,  0.00
  1.00,  0.00,  8.60,  6.10,  1.40
  0.00,  1.50,  0.00,  0.00,  1.50
  4.50, 14.00,  0.00,  0.00, 29.50
  0.00,  0.00,  0.00,  0.00,  2.30
  0.00,  4.50,  0.00,  0.00,  0.00
  0.00,  1.00,  0.00,  0.00,  0.00
  0.00,  8.00,  0.00,  0.00,  0.00
  0.00,  1.50,  0.00,  0.00,  2.80
  0.00,  0.00,  0.00,  1.00, 15.00
  0.00,  0.00,  2.40,  0.00, 11.00
  0.00,  0.00,  5.30, 10.50,  5.90
  0.00,  0.00,  0.00, 19.50,  5.00
  0.00,  0.00,  0.20, 23.00,  3.50
  4.50,  0.00,  0.00, 35.10,  0.50
 17.50,  0.00,  3.00,  0.50, 23.00
  0.00,  0.00,  0.00,  0.00,  1.80
  0.50,  0.00,  0.00,  3.20,  1.10
  8.50,  0.00,  0.00, 10.50,  0.00
  0.00,  0.00,  0.00,  0.00,  0.00
  0.00,  0.00,  0.20,  0.00,  0.00
  0.00, 10.50,  0.00,  0.00,  1.20
  0.00,  2.00,  0.00,  0.60,  2.70
  0.00,  2.00,  0.00,  0.00,  0.40
  0.00, 27.00,  0.20,  0.00,  0.00
  0.00,  0.00,  0.00,  0.00,  1.10
  0.00,  0.00, 11.70,  0.00,  1.10
  0.00,  0.00,  0.00,  0.00, 22.10
  0.50,  5.50,  0.00,  0.00,  7.90
  1.20,  6.50,  9.40,  0.00,  3.50
  0.00,  0.00, 28.50,  0.00,  0.00
  0.00,  0.00,  0.00,  6.00,  0.00
  1.50,  2.00,  2.80,  4.00, 10.00
  0.50,  0.00,  0.00,  0.00,  0.20
 18.00,  0.00,  0.00,  0.00,  0.00
 52.00,  0.00,  0.00,  0.00,  0.00
  4.00,  0.30,  0.00,  0.00,  0.40
 58.00,  0.00,  0.00,  0.00,  0.70
 13.00,  0.00,  0.00,  0.00,  2.50
 11.50,  1.50,  0.00,  0.00,  5.50
  7.00,  0.00,  0.00,  0.00,  0.00
  9.50,  2.00,  0.10,  0.00,  0.00
  0.50,  0.00,  0.00,  0.00,  0.00
  7.00,  0.00,  0.00,  4.00,  0.00
 12.00,  0.00,  0.10,  0.00,  0.00
  8.50,  5.00,  5.90,  0.00,  0.00
 17.50,  0.50,  0.00,  0.00,  0.00
  1.50, 17.00, 12.50,  0.00,  0.00
  0.50,  5.00,  3.00,  0.00,  0.30
  5.50,  0.00,  0.00,  1.70,  4.20
  0.00,  0.00,  1.50,  0.20,  1.80
  0.00,  0.00,  0.00,  0.00,  1.30
  0.00,  0.00,  0.00,  0.00,  0.00
